dataset,sample_id,num_phase1_shortlist_before,num_phase1_shortlist_after,phase1_reserve_added,phase1_reserve_triggered,reserve_candidate_id,reserve_candidate_type,reserve_source_run_id,reserve_source_seed_id,reserve_reason,reserve_score,reserve_rank_before_reserve,reserve_rank_after_reserve,reserve_in_phase1_shortlist,reserve_reaches_phase2,reserve_has_sentence_candidates,reserve_enters_ABR_candidate_pool,reserve_ABR_score,reserve_ABR_rank,reserve_selected_by_ABR,reserve_rendered,reserve_forced_selected,reserve_forced_rendered,selected_because_of_forced_pin,phase1_reserve_seed_or_run_id,phase1_reserve_reason,phase1_reserve_score,phase1_reserve_reaches_phase2,phase1_reserve_has_sentence_candidates,phase1_reserve_selected_by_ABR,phase1_reserve_rendered
2wikimultihopqa,e6e38bc40bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,0bedb7e80bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,86508dc60bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,e311a3ba0bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,bdd526c4091811ebbdaeac1f6bf848b6,2,3,True,True,3 Dots::0,unknown,2,,nonredundant_best;seed_jacc=0.600;semantic=0.877;graph=0.218;bridge=1.000;hybrid=0.581,0.6332855115813516,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.600;semantic=0.877;graph=0.218;bridge=1.000;hybrid=0.581,0.6332855115813516,True,True,True,True
2wikimultihopqa,435f65fa0baf11ebab90acde48001122,2,3,True,True,"Blanche of Navarre, Countess of Champagne::0",unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.440;bridge=1.000;hybrid=0.643,0.6939194523021799,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.866;graph=0.440;bridge=1.000;hybrid=0.643,0.6939194523021799,True,True,True,True
2wikimultihopqa,5cc01ab60bb011ebab90acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,2084260e0bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,7cb81afc0bd911eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a1d9a65c0bd911eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,f34d188608cb11ebbd93ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,3a3c2efe0bdc11eba7f7acde48001122,2,3,True,True,"Adolph of Cleves, Lord of Ravenstein::0",unknown,3,,nonredundant_best;seed_jacc=0.000;semantic=0.873;graph=0.268;bridge=1.000;hybrid=0.584,0.7035554907956703,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.000;semantic=0.873;graph=0.268;bridge=1.000;hybrid=0.584,0.7035554907956703,True,True,True,True
2wikimultihopqa,9aa8008408de11ebbd9eac1f6bf848b6,2,3,True,True,45 Fathers::0,unknown,0,,nonredundant_best;seed_jacc=0.600;semantic=0.864;graph=0.275;bridge=1.000;hybrid=0.609,0.6503388697474031,-1,-1,True,True,True,True,,,True,True,False,False,False,0,nonredundant_best;seed_jacc=0.600;semantic=0.864;graph=0.275;bridge=1.000;hybrid=0.609,0.6503388697474031,True,True,True,True
2wikimultihopqa,0dfe41f60bdc11eba7f7acde48001122,2,3,True,True,...Baby One More Time (song)::13,unknown,1,,nonredundant_best;seed_jacc=0.333;semantic=0.883;graph=0.380;bridge=1.000;hybrid=0.631,0.7087703794322702,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.333;semantic=0.883;graph=0.380;bridge=1.000;hybrid=0.631,0.7087703794322702,True,True,True,True
2wikimultihopqa,3ce92df80bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,3e3cd62a086211ebbd5dac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,b672c1ee0bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,01309e5008bd11ebbd89ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,c5a00e860bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,434dea7708d211ebbd95ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,02b62fce087211ebbd64ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,b0ac0fc8087b11ebbd68ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,c9a769c608be11ebbd8aac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,3f04140e08c311ebbd8dac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,50e4a65c0bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,b64f541e088d11ebbd70ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,f998c58c091b11ebbdaeac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,38da155f087511ebbd67ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,49b22d0a0bde11eba7f7acde48001122,2,3,True,True,...Baby One More Time (song)::10,unknown,1,,nonredundant_best;seed_jacc=0.333;semantic=0.867;graph=0.352;bridge=1.000;hybrid=0.614,0.6945985698482435,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.333;semantic=0.867;graph=0.352;bridge=1.000;hybrid=0.614,0.6945985698482435,True,True,True,True
2wikimultihopqa,78b10fb00bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,879d21e208fc11ebbdadac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,62a9cd640bb011ebab90acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,cda459160bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,1dfaa6200bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,ea151f3908e011ebbda2ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,8e07f1f00bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,b7f5f7200bdd11eba7f7acde48001122,2,3,True,True,Aretha Franklin::5,unknown,2,,nonredundant_best;seed_jacc=0.600;semantic=0.865;graph=0.371;bridge=1.000;hybrid=0.616,0.6719217167873033,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.600;semantic=0.865;graph=0.371;bridge=1.000;hybrid=0.616,0.6719217167873033,True,True,True,True
2wikimultihopqa,0dc9691b087911ebbd67ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,ec70a8a208a311ebbd7cac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,6b8402c40bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,d9c894ec0bd911eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,4d3ab509099c11ebbdb0ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a9e322b20bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,8f783c7a0bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,b642318c0bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a52e9e1908b711ebbd88ac1f6bf848b6,2,3,True,True,...Baby One More Time (song)::0,unknown,3,,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.405;bridge=1.000;hybrid=0.630,0.6839703881152601,-1,-1,True,True,True,True,,,True,True,False,False,False,3,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.405;bridge=1.000;hybrid=0.630,0.6839703881152601,True,True,True,True
2wikimultihopqa,fcdafe320bdb11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,7d87730c087211ebbd66ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,ee5cf4a008a711ebbd7fac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,037da85d08c611ebbd90ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,e15d99380bdd11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,f05423560bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,0ce9a92008ed11ebbda7ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,7d7237ac08a011ebbd78ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,90c8793c087411ebbd67ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,63c16246095211ebbdaeac1f6bf848b6,2,3,True,True,A Romance of Seville::0,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.299;bridge=1.000;hybrid=0.601,0.653752086410787,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.299;bridge=1.000;hybrid=0.601,0.653752086410787,True,True,True,True
2wikimultihopqa,48e6d06e086f11ebbd62ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,d18fc6640bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,4a11106f08ea11ebbda7ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a457e11c0bdb11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,632fcc82085611ebbd59ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,076288460bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,402c6e0008c611ebbd90ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,9523a3df088911ebbd6eac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,5ff291a80bda11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a08aa2a9089111ebbd73ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,63240f22089d11ebbd78ac1f6bf848b6,2,3,True,True,Andrea Corr::0,unknown,2,,nonredundant_best;seed_jacc=0.600;semantic=0.823;graph=0.370;bridge=1.000;hybrid=0.570,0.6494966644763678,-1,-1,True,True,True,True,,,True,True,False,False,False,2,nonredundant_best;seed_jacc=0.600;semantic=0.823;graph=0.370;bridge=1.000;hybrid=0.570,0.6494966644763678,True,True,True,True
2wikimultihopqa,fde95590089c11ebbd78ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,3bb9c0740bb011ebab90acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,dfb1d2c8085611ebbd59ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,e7dc72940baf11ebab90acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,764446780bde11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,bb97d66208ba11ebbd88ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,f1a794f20bdc11eba7f7acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,47bb70600bde11eba7f7acde48001122,2,3,True,True,Adele Astaire::0,unknown,1,,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.277;bridge=1.000;hybrid=0.613,0.6531198472731308,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.600;semantic=0.869;graph=0.277;bridge=1.000;hybrid=0.613,0.6531198472731308,True,True,True,True
2wikimultihopqa,6cbb0ed6089911ebbd77ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,594ca25608df11ebbda0ac1f6bf848b6,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
2wikimultihopqa,a431a93808d511ebbd98ac1f6bf848b6,2,3,True,True,3096 Days::0,unknown,1,,nonredundant_best;seed_jacc=0.333;semantic=0.855;graph=0.359;bridge=1.000;hybrid=0.618,0.6947899894944848,-1,-1,True,True,True,True,,,True,True,False,False,False,1,nonredundant_best;seed_jacc=0.333;semantic=0.855;graph=0.359;bridge=1.000;hybrid=0.618,0.6947899894944848,True,True,True,True
2wikimultihopqa,421d07aa0bb011ebab90acde48001122,2,2,False,False,,unknown,-1,,,0.0,-1,-1,False,False,False,False,,,False,False,False,False,False,-1,,0.0,False,False,False,False
